18291 18000
4
1
2
3
4
189
Syuzanna Grigoryan
ARM
35
4 15728 10
4 16656 0
4 16709 0
4 16799 0
3 17180 22
3 17370 22
Megha Hegde
IND
23
1 7401 23
1 7245 0
1 5723 11
1 8320 100
2 8814 0
2 9041 6
2 9510 22
2 10846 22
2 11200 22
2 11492 0
2 13224 6
2 13195 22
2 13534 6
4 14062 0
4 14428 0
4 14574 10
3 15099 12
3 16228 22
3 16744 0
3 16852 22
3 17074 22
3 17222 22
3 17947 22
Neha Singirikonda
IND
14
1 4486 63
2 13357 6
3 14947 12
3 15503 22
2 16313 6
2 16768 6
2 17046 6
2 17324 6
2 17632 6
2 17657 6
2 17713 6
2 17742 6
2 17833 6
2 17967 6
Neha Sane
IND
35
3 7729 12
1 7706 0
1 7082 40
1 6631 40
1 6521 11
1 6180 11
1 6145 11
1 6090 11
1 5867 11
1 5786 11
2 5357 6
2 4914 6
2 4546 6
2 3525 6
2 2944 6
2 2808 6
1 2340 11
1 1911 0
1 833 11
3 7959 22
4 9510 0
4 9762 10
1 12085 40
1 12270 40
2 13665 6
2 14587 6
2 14869 6
2 15600 6
2 15643 6
2 16206 6
2 16280 6
2 16485 6
2 16662 6
2 17074 6
2 17184 22
Ayushi Mahajan
IRL
22
1 7199 34
1 7184 11
1 7079 11
1 7034 0
1 5268 11
1 4510 11
1 4409 0
1 3953 11
4 9101 10
1 10754 63
2 11180 6
2 12419 19
2 12463 25
1 12983 0
1 13044 63
3 14611 0
3 14809 0
3 15209 0
3 15268 0
3 15681 22
1 16639 63
1 17192 63
Mayan Salomon
ISR
13
2 6692 22
2 5897 6
2 5621 6
2 3409 6
1 11221 40
1 13444 40
2 16608 55
2 16814 100
1 17346 11
1 17582 0
1 17708 11
1 17843 40
1 17926 40
Yael Ginzburg
ISR
26
1 6209 40
1 4530 40
1 4378 40
1 3557 11
1 2665 40
1 2574 40
2 9730 25
2 9813 25
2 9880 0
2 9916 25
2 10131 0
2 10207 0
2 11280 0
3 14347 0
3 14433 0
3 15476 0
1 15458 0
3 15721 0
3 15755 0
1 16867 11
1 16922 11
1 17203 0
1 17425 0
1 17652 0
3 17957 0
3 17989 0
Lia Geva Brodt
ISR
9
2 7894 6
2 7829 0
1 6369 11
1 6311 0
1 6075 11
